indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
0,fogao 5 bocas realce iris plus vidro temperado branco bivolt,7899639785920,https://www.americanas.com.br/produto/1641356251,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.002066115702479339
1,fogao 5 bocas monaco top glass atlas automatico com mega chama  preto,7897180505165,https://www.americanas.com.br/produto/1733144651,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0006887052341597796
3,fogao 5 bocas mesa de vidro horus com acendimento total top control glass bivolt braslar  preto,7898385061586,https://www.americanas.com.br/produto/1827229874,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0013774104683195593
9,fogao itatiaia vitrum 4 bocas mesa de vidro com timer digital,7892946336663,https://www.americanas.com.br/produto/4432001517,fogoes,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,34,0.029411764705882353,0.011707988980716254
10,fogao 5 bocas mueller decorato gourmet preto fosco com mesa em inox escovado bivolt,7908156903189,https://www.americanas.com.br/produto/4606561398,fogoes,109.80159521102905,0,0,0,0,0,0.0,0,0,0.0,236,0.00423728813559322,0.081267217630854
13,fogao dream 5 bocas  branco,7892946310434,https://www.americanas.com.br/produto/1675131471,fogoes,109.80159521102905,0,0,0,0,0,0.0,1,3,0.06,31,0.03225806451612903,0.010674931129476584
14,fogao 4 bocas bali esmaltec,7899081743394,https://www.americanas.com.br/produto/3046939275,fogoes,109.80159521102905,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003443526170798898
15,fogao atlas 5 bocas agile up glass bivolt com trempes aneladas preto,7897180506322,https://www.americanas.com.br/produto/4973228714,fogoes,109.80159521102905,1,1,1,1,5,0.5,1,6,0.12,1,1.0,0.0003443526170798898
19,fogao 5 bocas new top glass preto,7898385061272,https://www.americanas.com.br/produto/4408400446,fogoes,109.80159521102905,0,0,0,0,0,0.0,1,2,0.04,12,0.08333333333333333,0.004132231404958678
22,fogao 4 bocas mesa de inox sirius plus com acendimento automatico braslar  branco,7898385060459,https://www.americanas.com.br/produto/1415133294,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,8,0.125,0.0027548209366391185
23,fogao eletrico profissional portatil mesa 1 boca 220mm 1500w esmeralda inox resistencia cotherm,7896981223926,https://www.americanas.com.br/produto/1511705352,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0006887052341597796
26,fogao 4b 2qs 2qd pmsd402f p37402,7898466541983,https://www.americanas.com.br/produto/2908945661,fogoes,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,19,0.05263157894736842,0.0065426997245179065
28,fogao a gas 5 bocas realce zeus glass mesa de vidro preto bivolt,7899639789942,https://www.americanas.com.br/produto/97396165,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.002066115702479339
31,fogao de piso itatiaia vitrum 5 bocas mesa de vidro com timer digital preto bivolt,7892946336632,https://www.amazon.com.br/Fog%C3%A3o-Itatiaia-Vitrum-Digital-Bivolt/dp/B07RRQDGJJ,fogoes,109.80159521102905,1,1,1,1,3,0.3,1,4,0.08,1,1.0,0.0003443526170798898
40,fogao a gas picasso vitreo 6 q branco gas glp,7899552142480,https://www.americanas.com.br/produto/43423371,fogoes,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
46,fogao consul cfs5 5 bocas com acendimento automatico branco,7891129246225,https://www.americanas.com.br/produto/5078719103,fogoes,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,4,0.25,0.0013774104683195593
50,fogao de piso 5 bocas atlas monaco com acendimento automatico limpa facil,7897180500214,https://www.americanas.com.br/produto/3082728993,fogoes,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,17,0.058823529411764705,0.005853994490358127
51,fogao automatico 5 bocas mueller decorato bivolt,7908156903172,https://www.americanas.com.br/produto/4063490271,fogoes,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,22,0.045454545454545456,0.007575757575757576
52,fogao a gas glp venax da vinci vitreo 4 bocas preto fosco,7899552140738,https://www.americanas.com.br/produto/103883017,fogoes,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
54,fogao 5b mueller moderatto sacend  601230019,7908156900812,https://www.americanas.com.br/produto/4409285865,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,2,0.04,6,0.16666666666666666,0.002066115702479339
55,fogao de piso 6 bocas a gas glp venax delplus vitreo bivolt preto,7899552142381,https://www.americanas.com.br/produto/43409369,fogoes,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,19,0.05263157894736842,0.0065426997245179065
61,fogao 2 bocas com forno gemini venax  amarelo,7898456266261,https://www.americanas.com.br/produto/2881285455,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,2,0.04,2,0.5,0.0006887052341597796
63,fogao de piso com acendimento manual star clean 4 bocas itatiaia,7892946330067,https://www.americanas.com.br/produto/32844620,fogoes,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0006887052341597796
66,fogao itatiaia 4 bocas itaglass acendimento automatico  preto,7892946398098,https://www.americanas.com.br/produto/2563895186,fogoes,109.80159521102905,1,1,1,1,3,0.3,1,5,0.1,1,1.0,0.0003443526170798898
69,fogao a gas glp picasso 5 bocas venax grafite,7899552146419,https://www.americanas.com.br/produto/2659029573,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0013774104683195593
71,fogao a gas gemini 2 q tampa de vidro bege gas glp,7898291101123,https://www.americanas.com.br/produto/3001172082,fogoes,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
73,fogao a gas del plus vitreo 5 bc preto glp venax,7899552141179,https://www.americanas.com.br/produto/1393118092,fogoes,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,5,0.2,0.001721763085399449
74,fogao waves 4 bocas  preto,7892946327388,https://www.americanas.com.br/produto/1675131324,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,8,0.125,0.0027548209366391185
75,fogao dako supreme glass 5 bocas preto  bivolt,7897180504328,https://www.americanas.com.br/produto/3295917780,fogoes,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,5,0.2,0.001721763085399449
76,fogao atlas monaco top glass 4 bocas branco  bivolt,7897180505127,https://www.americanas.com.br/produto/2962317658,fogoes,109.80159521102905,0,0,0,1,2,0.2,1,6,0.12,4,0.25,0.0013774104683195593
79,fogao de piso 4 bocas com forno 50l ares glass a gas  realce  preto,7899639786170,https://www.americanas.com.br/produto/4984778797,fogoes,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0006887052341597796
