indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
4,notebook lenovo bs14515iil i3 1005g1 4gb 500gb 156 dos,195348259293,https://www.americanas.com.br/produto/4551397286,notebooks,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
6,notebook ultra 15 pol core i5 8gb 1tb hdd windows 10 prata  ub521,7908414412859,https://www.americanas.com.br/produto/3662629289,notebooks,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0006887052341597796
7,notebook asus x543magq1300w windows 11 156 polegadas 500gb 4gb ram celeron wifi,7898573298534,https://www.americanas.com.br/produto/4768925465,notebooks,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.001721763085399449
11,notebook vaio fe14 vjfe42f11xb1521h intel core i310110u 4gb 128gb ssd fhd linux 14 chumbo escuro,7896904697506,https://www.americanas.com.br/produto/3386663498,notebooks,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,9,0.1111111111111111,0.0030991735537190084
17,notebook dell inspiron 15 a0700um20p 156 fhd amd ryzen 7 8gb 256gb ssd linux preto,7899864941757,https://www.amazon.com.br/Notebook-Dell-Inspiron-a0700-UM20P-RyzenTM/dp/B09J1KF3NB,notebooks,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
18,notebook acer aspire 3 amd ryzen 3500u 1tb hd 8gb ram amd radeon graphics 2gb gddr5,4710886065548,https://www.americanas.com.br/produto/3735428585,notebooks,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0006887052341597796
27,notebook dell inspiron i15i1100m25p 156 full hd 11 geracao intel core i3 4gb 256gb ssd windows 11 preto,7899864943744,https://www.americanas.com.br/produto/4940335020,notebooks,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
29,notebook positivo motion q464c intel atom quad core 4gb 64gb emmc 141 w10  cinza,7896904680508,https://www.americanas.com.br/produto/2859505618,notebooks,109.80159521102905,0,0,0,0,0,0.0,0,0,0.0,65,0.015384615384615385,0.022382920110192838
32,notebook vaio fe14 intel core i3 linux 4gb 1tb full hd  cinza escuro,7896904698695,https://www.americanas.com.br/produto/5022542783,notebooks,109.80159521102905,0,0,0,0,0,0.0,0,0,0.0,51,0.0196078431372549,0.01756198347107438
34,notebook asus x515jfej361t intel core i5 1035g1 8gb 256gb ssd w10 156 ledbacklit cinza,7898573298084,https://www.americanas.com.br/produto/4230227585,notebooks,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
35,notebook windows 10 home intel core i3 4gb 1tb ultra,7908414430211,https://www.americanas.com.br/produto/4830252151,notebooks,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,13,0.07692307692307693,0.004476584022038568
38,notebook dell inspiron 15 i1101m50s 156 full hd 11 geracao intel core i7 8gb 512gb ssd nvidia geforce windows 11,7899864941955,https://www.americanas.com.br/produto/4299511023,notebooks,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
53,notebook samsung chromebook 116 intel celeron n4020 32gb emmc 4gb chrome os xe310xbakt3br,7892509118071,https://www.americanas.com.br/produto/4500446990,notebooks,109.80159521102905,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003443526170798898
60,notebook positivo motion c41te celeron 4gb 1tb hd windows 10 home  cinza,7896904680676,https://www.americanas.com.br/produto/2961662100,notebooks,109.80159521102905,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003443526170798898
67,notebook dell inspiron i13i1100m20s 133 full hd 11 geracao plataforma intel evo core i7 8gb 512gb ssd windows 11,7899864941375,https://www.amazon.com.br/Notebook-Dell-Inspiron-i13-i1100-M20S-Plataforma/dp/B09QDYJ8DY,notebooks,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
