indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
5,smart tv led 43 semp 43s5300 full hd android bluetooth controle remoto com comando de voz google assistant,7899968300887,https://www.americanas.com.br/produto/134544943,tvs,43.157254457473755,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0005617977528089888
35,smart tv led 65 lg uhd 4k thinq ai tv hdr10 webos 60 2hdmi 1usb wifi,7893299916915,https://www.americanas.com.br/produto/5081846277,tvs,43.157254457473755,0,0,0,0,0,0.0,1,1,0.02,11,0.09090909090909091,0.006179775280898876
43,smart tv lg 43 polegadas 4k uhd 43up7500psf webos thinq ai hgig,7893299915840,https://www.americanas.com.br/produto/5163467035,tvs,43.157254457473755,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.0005617977528089888
50,smart tv led 32 panasonic hd wifi usb hdmi 60hz,7896067213285,https://www.americanas.com.br/produto/3855539175,tvs,43.157254457473755,0,0,0,1,3,0.3,1,4,0.08,3,0.3333333333333333,0.0016853932584269663
52,smart tv samsung 55 qled 4k q65b 2022 design air slim processador quantum lite multitela,7892509122009,https://www.americanas.com.br/produto/5140142393,tvs,43.157254457473755,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0005617977528089888
53,smart tv led 65 lg 65nano85 4k nanocell 120hz freesync 2 hdmi 21 inteligencia artificial thinq google alexa,7893299915758,https://www.americanas.com.br/produto/3280457098,tvs,43.157254457473755,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0011235955056179776
59,philco tv 42 led ptv42g52rcf,7891356092329,https://www.amazon.com.br/Smart-Philco-PTV42G52RCF-Polegadas-Preta/dp/B092R6NKBH,tvs,43.157254457473755,0,0,0,0,0,0.0,1,1,0.02,14,0.07142857142857142,0.007865168539325843
66,philips smart tv 32phg68257832 hd sem bordas hdr plus 3 hdmi 2 usb wifi miracast conversor digital netflix youtube globoplay e prime video,7898620271282,https://www.amazon.com.br/Philips-32PHG6825-Miracast-Conversor-Globoplay/dp/B08VZJ1WBJ,tvs,43.157254457473755,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0005617977528089888
67,smart tv samsung led 55 uhd 4k alexa built in wifi usb hdmi  un55au7700gx smart tv samsung,7892509117913,https://www.americanas.com.br/produto/4395177723,tvs,43.157254457473755,0,0,0,0,0,0.0,1,2,0.04,26,0.038461538461538464,0.014606741573033709
68,smart tv led 32 tcl s5200 hd hdr android com bluetooth e google assistant,7899968301105,https://www.americanas.com.br/produto/3775815053,tvs,43.157254457473755,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.0033707865168539327
69,smart tv philco ptv32g70sbl led hd wifi integrado,7891356088599,https://www.amazon.com.br/Smart-Philco-PTV32G70SBL-LED-integrado/dp/B089TT653W,tvs,43.157254457473755,0,0,0,0,0,0.0,1,1,0.02,25,0.04,0.014044943820224719
