indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
5,smart tv 4k samsung qled 75 com design slim alexa built in e wifi  75q70aa,7892509117593,https://www.americanas.com.br/produto/3249116279,tvs,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,10,0.1,0.004967709885742673
19,smart tv uhd 4k 55 wifi preto bivolt,7908414412934,https://www.americanas.com.br/produto/4375961342,tvs,50.42199945449829,0,0,0,1,1,0.1,1,2,0.04,10,0.1,0.004967709885742673
22,samsung tv smart 65 uhd 4k un65au7700gxzd,7892509117937,https://www.amazon.com.br/SAMSUNG-TV-Smart-Uhd-UN65AU7700GXZD/dp/B09JL78HRN,tvs,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,19,0.05263157894736842,0.009438648782911079
28,tv philco ptv39g50d dled 39,7891356086595,https://www.americanas.com.br/produto/4660650164,tvs,50.42199945449829,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0004967709885742673
34,smart tv samsung crystal uhd 4k 55au9000 design slim som em movimento virtual visual sem cabos 55,7892509117463,https://www.americanas.com.br/produto/3253030380,tvs,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
39,tela 24 polegadas hd multilaser  tl037,7908414412880,https://www.americanas.com.br/produto/4100399135,tvs,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
51,tv led lh65beahv 65 smart ultra hd 4k crystal 3hdmi 1usb samsung,7892509118156,https://www.americanas.com.br/produto/4955585321,tvs,50.42199945449829,0,0,0,1,2,0.2,1,3,0.06,2,0.5,0.0009935419771485345
57,smart tv led 32 hd multilaser tl020 conversor digital externo 3 hdmi 2 usb wifi,7899838894744,https://www.americanas.com.br/produto/4880613701,tvs,50.42199945449829,0,0,0,0,0,0.0,1,2,0.04,19,0.05263157894736842,0.009438648782911079
63,smart tv 85 crystal uhd samsung 4k 85au8000 painel dynamic crystal color design slim tela sem limites,7892509117531,https://www.americanas.com.br/produto/3069507846,tvs,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
68,smart tv samsung 50 led crystal ultra hd 4k wifi usb  lh50beahvggxzd,7892509118132,https://www.americanas.com.br/produto/3457012280,tvs,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,32,0.03125,0.015896671634376552
71,smart tv led 32 hd lg 32lm621cbsba 3 hdmi 2 usb bluetooth wifi active hdr thinq ai,7893299912252,https://www.amazon.com.br/Smart-LG-Bluetooth-Active-32LM621CBSB/dp/B07WBV8CCJ,tvs,50.42199945449829,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.0004967709885742673
85,samsung smart tv 65 qled 4k the frame 2021 65ls03a design slim suporte de parede slim incluso unica conexao,7892509117418,https://www.americanas.com.br/produto/3060873541,tvs,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
93,smart tv lg led 75 polegadas 4k uhd hdr wifi webos 60 comando de voz 75up8050psb,7893299915765,https://www.americanas.com.br/produto/4319097385,tvs,50.42199945449829,0,0,0,1,2,0.2,1,3,0.06,8,0.125,0.003974167908594138
125,smart tv roku led 50 philco uhd 4k bivolt netflix,7891356090912,https://www.americanas.com.br/produto/4850707002,tvs,50.42199945449829,0,0,0,1,2,0.2,1,5,0.1,4,0.25,0.001987083954297069
