,indice,titulo_sa,ean,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
5,7,rele solenoide de partida 12v 4 terminais resistente ao desgaste b6az11450a vermelho substituicao do interruptor do rele solenoide para aerostar 28l 171 v6 1986 para carro,7448513007469,notebooks,872.3433649539948,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
17,21,notebook samsung core i51135g7 8gb 256gb ssd tela full hd 156 windows 10 book np550xdakf2br,7892509117128,notebooks,872.3433649539948,1,1,1,1,3,0.3,1,5,0.1,1,1.0,0.00012540757461750688
21,26,linha de escova de celular cabo de porta aberta ampla compativel com desbloqueio de dados avancado 9008 modo branco para engenharia de bloqueios bl,7418914658812,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
25,32,hp pavilion x360 2in1 laptop 116 hd ips touchscreen display 4core pentium silver n5030 up to 31ghz uhd graphics 605 4gb ddr4 ram 1tb pcie ssd usbc hdmi sd reader qwerty us kb win 11,850001844093,notebooks,872.3433649539948,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
34,45,notebook acer aspire 3 celeron w10 home 4gb 256gb ssd 14 polegadas a31435c4cz,4710886653042,notebooks,872.3433649539948,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
47,61,strobe mkp108wa rc led branco 36x108w,7908494600283,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
48,62,kit notebook dell alienware m15 r6 aw15i1100a30ph 156 fhd 11 ger intel core i7 16gb 1tb ssd rtx 3070 win 11 headset,7899864942471,notebooks,872.3433649539948,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
49,64,notebook ultra windows 10 home processador intel pentium,7908414412774,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
67,88,notebook dell inspiron i143467m20p 7 geracao intel core i5 4gb 1tb 14 hd windows 10,7899864915093,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
70,96,notebook aspire 3 i5 4gb 256gb ssd linux  acer,4710886059059,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,6,0.12,1,1.0,0.00012540757461750688
80,106,dell chromebook 11 3000 3100 116 rugged chromebook  hd  1366 x 768  intel celeron n4020 dualcore 2 core  4 gb ram  16 gb de memoria flash  preto,884116402381,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
85,113,notebook lenovo yoga 9i 2 em 1 14 i71185g7 8gb 512gb ssd placa de video intel iris xe w11 fhd wva,196119536391,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
87,115,notebook samsung book 156 fhd intel celeron 6305 128gb ssd 4gb windows 10 pro  np550xdako7br,7892509119511,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
90,119,14w g2 3015e12 2c 14 4gb 64gb w10p 64,195890232034,notebooks,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
