indice,titulo,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
1,Smart TV LED HD 32” Panasonic Media Player 2 HDMI 2 USB TC-32FS500B,7896067213285,https://www.amazon.com.br/Smart-Panasonic-Media-Player-TC-32FS500B/dp/B07WCQLNBW,tvs,2763.6705412864685,0,0,0,1,4,0.4,1,4,0.08,2,0.5,0.0004789272030651341
18,Smart TV Roku Led 50 Philco uhd 4K Bivolt Netflix,7891356090912,https://www.americanas.com.br/produto/4850707002,tvs,2763.6705412864685,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00023946360153256704
56,Samsung Smart TV LED 40'' Tizen FHD 40T5300 2020 com WIFI HDR para Brilho e Contraste e Plataforma Tizen,7892509114301,https://www.americanas.com.br/produto/1704351001,tvs,2763.6705412864685,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00023946360153256704
68,"Smart TV Samsung 65 4K Ultra hd, LED UN65BU8000GXZD, Wi-fi Integrado",7892509121965,https://www.americanas.com.br/produto/5188783341,tvs,2763.6705412864685,0,0,0,0,0,0.0,1,1,0.02,16,0.0625,0.0038314176245210726
81,GOOGLE TV LED 55” TCL P725 4K UHD,7899968301112,https://www.amazon.com.br/GOOGLE-LED-TCL-P725-UHD/dp/B09NMDGV3W,tvs,2763.6705412864685,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00023946360153256704
97,Televisao 39 Polegadas Hd s/ Conversor Digital Tlo33,7908414405448,https://www.americanas.com.br/produto/4800389923,tvs,2763.6705412864685,0,0,0,1,2,0.2,1,2,0.04,4,0.25,0.0009578544061302681
101,"Samsung Smart TV 65"" Crystal UHD 4K 65AU8000, Painel Dynamic Crystal Color, Design slim, Tela sem limites, Visual Livre de Cabos, Alexa built in, Controle Único",7892509117395,https://www.amazon.com.br/Samsung-Crystal-65AU8000-Dynamic-Controle/dp/B095DWMZ73,tvs,2763.6705412864685,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00023946360153256704
116,"Smart TV Samsung qled 4K 55, Slim Frame, Modo Arte, Molduras Costumizáveis e Conexão Única - 55LS03AA",7892509117548,https://www.americanas.com.br/produto/3439069961,tvs,2763.6705412864685,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0004789272030651341
127,"Samsung Smart TV 65'' QLED 8K 65Q800T, Processador com IA, Borda Infinita, Alexa built in, Som em Movimento, Modo Ambiente 3.0",7892509113649,https://www.americanas.com.br/produto/1632303237,tvs,2763.6705412864685,0,0,0,1,1,0.1,1,1,0.02,7,0.14285714285714285,0.0016762452107279694
241,"Smart TV LED 50"" Philco PTV50D60SA FULL HD Conversor Digital Integrado 2 HDMI 2 USB Wi-Fi",7899466429813,https://www.americanas.com.br/produto/134322540,tvs,2763.6705412864685,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00023946360153256704
262,Smart Tv Philco 42 D-Led Full HD PTV42G10N5SKF Preto Bivolt,7891356094859,https://www.americanas.com.br/produto/4954656385,tvs,2763.6705412864685,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0004789272030651341
280,LG Smart Tv 65” 4k UHD Wi-Fi Bluetooth Inteligência Artificial Thinq Controle Smart Magic 65UP751C,7893299916915,https://www.amazon.com.br/Bluetooth-Intelig%C3%AAncia-Artificial-Controle-65UP751C/dp/B09DMPMM37,tvs,2763.6705412864685,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0009578544061302681
300,Televisao 39 Polegadas Hd Tl028,7908414405271,https://www.americanas.com.br/produto/4800383732,tvs,2763.6705412864685,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00023946360153256704
315,"2021 Smart TV LG 43"" Full HD 43LM6370 WiFi Bluetooth HDR ThinQAI compatível com Inteligência Artificial",7893299916632,https://www.amazon.com.br/LG-Bluetooth-compat%C3%ADvel-Intelig%C3%AAncia-Artificial/dp/B095PY7423,tvs,2763.6705412864685,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00023946360153256704
337,Tv Semp Smart Led 32 Polegadas Wifi Com Comando De Voz Dolby Digital Plus,7899968300863,https://www.americanas.com.br/produto/4501442376,tvs,2763.6705412864685,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00023946360153256704
338,"Smart TV LG 75"" 4K UHD 75UP8050 Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa",7893299915765,https://www.americanas.com.br/produto/3280457047,tvs,2763.6705412864685,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00023946360153256704
340,TV Led LH65BEAHV 65 Smart Ultra Hd 4k Crystal 3HDMI 1USB Samsung,7892509118156,https://www.americanas.com.br/produto/4955585321,tvs,2763.6705412864685,0,0,0,1,3,0.3,1,3,0.06,3,0.3333333333333333,0.0007183908045977011
344,Roku TV LED 50” SEMP RK8500 4K UHD HDR,7899968301167,https://www.amazon.com.br/Roku-LED-SEMP-RK8500-UHD/dp/B09K7XVC9G,tvs,2763.6705412864685,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0004789272030651341
345,"Samsung Smart Tv 55"" Neo Qled 4k 55qn90a, Mini Led, Painel 120hz, Processador Ia, Som Em Movimento Plus.",7892509117517,https://www.americanas.com.br/produto/3060873372,tvs,2763.6705412864685,0,0,0,1,2,0.2,1,2,0.04,4,0.25,0.0009578544061302681
347,Smart Tv Uhd 4k 55 Wifi Preto Bivolt,7908414412934,https://www.americanas.com.br/produto/4375961342,tvs,2763.6705412864685,0,0,0,0,0,0.0,1,2,0.04,31,0.03225806451612903,0.007423371647509579
350,Fast Smart TV Philco PTV32RCG70BLH Roku Tv Led HD 32,7891356090905,https://www.americanas.com.br/produto/3202310226,tvs,2763.6705412864685,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00023946360153256704
390,Smart TV LED 50 Samsung Tizen Crystal uhd 4K HDR10 + 3 hdmi 1USB Wi-Fi,7892509117906,https://www.americanas.com.br/produto/5023386858,tvs,2763.6705412864685,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00023946360153256704
396,"Smart TV LED 39"" HD Philco PTV39G60S Processador Quad Core GPU Triple Core HDR Mídia Cast Wi-Fi 2 HDMI 1 USB",7891356089930,https://www.americanas.com.br/produto/1695817622,tvs,2763.6705412864685,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00023946360153256704
401,Smart TV 75'' 4K LG ips NanoCell ThinQ ai Google Assistente Alexa iot 4 hdmi 3 USB WiFi Bluetooth-75NANO90SNA,7893299913495,https://www.americanas.com.br/produto/2492862909,tvs,2763.6705412864685,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00023946360153256704
419,Monitor Tv 32 Polegadas HD Com Função Smart E Wi-Fi Integrado Multilaser - TL020,7899838894744,https://www.amazon.com.br/Polegadas-Fun%C3%A7%C3%A3o-Smart-Integrado-Multilaser/dp/B08N2WM2N5,tvs,2763.6705412864685,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0004789272030651341
426,Tela toshiba 32 pol. 32V35KB dled HD smart vidaa - TB007,7908414421110,https://www.americanas.com.br/produto/5164562616,tvs,2763.6705412864685,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00023946360153256704
