indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
8,refrigerador side by side lg 601l painel touch dispenser new lancaster gs65sdn 220v,6934585684468,https://www.americanas.com.br/produto/4856798144,geladeiras,50.42199945449829,0,0,0,1,3,0.3,1,4,0.08,2,0.5,0.0009935419771485345
16,geladeira lg bottom freezer 451 litros inox 110v gcb659bsb,8806098423927,https://www.americanas.com.br/produto/3926211637,geladeiras,50.42199945449829,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0004967709885742673
36,geladeira brastemp 400l frost free com painel touch brm54hbana branca,7891129252837,https://www.americanas.com.br/produto/5163498966,geladeiras,50.42199945449829,0,0,0,0,0,0.0,1,2,0.04,23,0.043478260869565216,0.011425732737208148
41,geladeirarefrigerador consul 386 litros 2 portas frost free classe a crm43,7891129246720,https://www.americanas.com.br/produto/4734543434,geladeiras,50.42199945449829,1,1,1,1,1,0.1,1,3,0.06,1,1.0,0.0004967709885742673
48,frigobar retro midea preto onix 95 litros 127v,7908198003045,https://www.americanas.com.br/produto/4646359493,geladeiras,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
78,geladeira continental tc56 frost free 472l,7909569003022,https://www.americanas.com.br/produto/2209533545,geladeiras,50.42199945449829,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.0004967709885742673
98,refrigerador brastemp 375l 2 portas evox frost free 127v,7891129252721,https://www.americanas.com.br/produto/5188880918,geladeiras,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,43,0.023255813953488372,0.02136115250869349
102,geladeirarefrigerador samsung french door rf22r7351sr inox look 501l smart wifi com flexzone,8806090389719,https://www.americanas.com.br/produto/1733510008,geladeiras,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.001987083954297069
103,geladeira electrolux top freezer 382l branco tf42,7896584080032,https://www.americanas.com.br/produto/1967090085,geladeiras,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
122,geladeirarefrigerador electrolux duplex if55s frost free inverter top freezer 431l platinum  110v,7896584098037,https://www.americanas.com.br/produto/1210745852,geladeiras,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
128,geladeira panasonic frost free 425l nrbb53gv3b black glass  110v,7896067226643,https://www.americanas.com.br/produto/1847305133,geladeiras,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
167,geladeira brastemp frost free inverse 2 portas 573l evox bre80ak,7891129236707,https://www.americanas.com.br/produto/3735434192,geladeiras,50.42199945449829,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0004967709885742673
170,frigobar venax ngv 10  82 litros  branco 220v,7899552101357,https://www.americanas.com.br/produto/115147248,geladeiras,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
194,geladeira consul frost free duplex crm50 410l espaco flex inox com controle interno de temperatura  110v,7891129506022,https://www.americanas.com.br/produto/3144925483,geladeiras,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,18,0.05555555555555555,0.00894187779433681
206,geladeira frost free db84 electrolux 598 litros duplex branco 110v,7896584073553,https://www.americanas.com.br/produto/5141300429,geladeiras,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,25,0.04,0.012419274714356682
208,geladeira duplex inverter frost free com 425 litros bb53 panasonic,7896067226650,https://www.americanas.com.br/produto/5010270338,geladeiras,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,25,0.04,0.012419274714356682
218,geladeira brastemp frost free 462 litros  brm56 branco  110v,7891129250086,https://www.americanas.com.br/produto/132717302,geladeiras,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,30,0.03333333333333333,0.014903129657228018
256,refrigerador  geladeira continental frost free 2 portas 370 litros  tc41,7909569003091,https://www.americanas.com.br/produto/3735416648,geladeiras,50.42199945449829,1,1,1,1,3,0.3,1,4,0.08,1,1.0,0.0004967709885742673
265,frigobar midea compact 124 litros black edition,7898626573854,https://www.americanas.com.br/produto/2907263431,geladeiras,50.42199945449829,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.0004967709885742673
269,refrigerador lg side by side new lancaster gs65sdn aco escovado 601l 127v,6934585684475,https://www.americanas.com.br/produto/5078871455,geladeiras,50.42199945449829,0,0,0,1,2,0.2,1,3,0.06,2,0.5,0.0009935419771485345
