indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
25,refrigerador consul 386l frost free classe a crm43 platinum 220v,7891129240643,https://www.americanas.com.br/produto/4883003415,geladeiras,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
41,geladeirarefrigerador brastemp frost free brm45 375 litros inox  220v,7891129252776,https://www.americanas.com.br/produto/133567705,geladeiras,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0006887052341597796
44,frigobar consul branco 117l 110v crc12cbana,7891129224063,https://www.americanas.com.br/produto/4825196095,geladeiras,109.80159521102905,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003443526170798898
56,geladeira brastemp frost free 443 litros  bre57 inox 110v,7891129252059,https://www.americanas.com.br/produto/132717231,geladeiras,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0013774104683195593
86,geladeirarefrigerador samsung side by side rs65r5411m9 inox look 617l  127v,8801643893521,https://www.americanas.com.br/produto/2428078861,geladeiras,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,47,0.02127659574468085,0.01618457300275482
97,refrigerador electrolux infinity 2 portas 553l frost free branco 220v df82,7896584072389,https://www.americanas.com.br/produto/4722127433,geladeiras,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,4,0.25,0.0013774104683195593
112,refrigerador side inverse brastemp de 03 portas frost free com 540 litros painel eletronico inox  bro81ar,7891129491717,https://www.americanas.com.br/produto/1546721889,geladeiras,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
134,geladeirarefrigerador electrolux frost free dfx41 inox 371l  110v,7896584071962,https://www.americanas.com.br/produto/1808805645,geladeiras,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0013774104683195593
150,geladeirarefrigerador electrolux 382 litros tw42s inox top freezer com dispenser de agua 110v,7909569244043,https://www.americanas.com.br/produto/1371035907,geladeiras,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
169,refrigerador brm45 375 litros frost free 110w brastemp,7891129252745,https://www.americanas.com.br/produto/4064180101,geladeiras,109.80159521102905,0,0,0,1,2,0.2,1,4,0.08,2,0.5,0.0006887052341597796
188,geladeira  refrigerador consul duplex 2 portas frost free crm43hk 386 litros  platinum,7891129240636,https://www.americanas.com.br/produto/124291903,geladeiras,109.80159521102905,0,0,0,0,0,0.0,1,2,0.04,29,0.034482758620689655,0.009986225895316805
194,geladeira brastemp frost free inverse bre80ak 573 litros com smart bar inox  110v,7891129236707,https://www.americanas.com.br/produto/124738331,geladeiras,109.80159521102905,0,0,0,0,0,0.0,1,2,0.04,19,0.05263157894736842,0.0065426997245179065
207,refrigerador philco side by side eco inverter 434l 127v,7891356086892,https://www.americanas.com.br/produto/4750000712,geladeiras,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,5,0.2,0.001721763085399449
210,geladeira consul cycle defrost duplex crd37eb 334 litros com freezer supercapacidade branca  110v,7891129195448,https://www.americanas.com.br/produto/110267814,geladeiras,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.0010330578512396695
211,refrigerador lg smart french door com instaview doorindoor e hygiene fresh grx228nm preto fosco  525l 220v,8806098602636,https://www.americanas.com.br/produto/5078896855,geladeiras,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0006887052341597796
233,geladeira panasonic bb71gv frost free inverter 480l,7896067227510,https://www.americanas.com.br/produto/1973090452,geladeiras,109.80159521102905,0,0,0,0,0,0.0,0,0,0.0,104,0.009615384615384616,0.03581267217630854
240,frigobar 46 litros suggar fb461 premium inox,7896518510338,https://www.americanas.com.br/produto/120442831,geladeiras,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
260,refrigerador 397 litros consul 2 portas frost free inverse cre44abana,7891129499737,https://www.americanas.com.br/produto/4860918031,geladeiras,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,7,0.14285714285714285,0.0024104683195592287
265,geladeira panasonic frost free 425l nrbb53gv3b black glass  110v,7896067226643,https://www.americanas.com.br/produto/1847305133,geladeiras,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
268,refrigerador side by side lg new lancaster instaview 601 litros 220v  gcx247csbv,8806098346189,https://www.americanas.com.br/produto/227203881,geladeiras,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,14,0.07142857142857142,0.0048209366391184574
273,geladeira brastemp brm44hk frost free duplex 375l com compartimento extrafrio fresh zone inox  110v,7891129252721,https://www.americanas.com.br/produto/133605724,geladeiras,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0006887052341597796
281,refrigerador lg side by side new lancaster gs65sdn aco escovado 601l 220v,6934585684468,https://www.americanas.com.br/produto/5078890154,geladeiras,109.80159521102905,0,0,0,1,2,0.2,1,3,0.06,2,0.5,0.0006887052341597796
282,geladeira  refrigerador brastemp duplex brm44 frost free 375 litros  branco  110v,7891129252707,https://www.americanas.com.br/produto/133257344,geladeiras,109.80159521102905,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0006887052341597796
