match,pred,categoria,titulo_1,titulo_2
0,1,tvs,"Tela 32"" HD com Função Smart e Wi-Fi Integrado - Multilaser, TL026","Tela 32"" HD com Função Smart e Wi-Fi Integrado - Multilaser, TL031"
1,1,tvs,"Smart TV 4K Samsung qled 75 com Design Slim, Alexa built in e Wi-Fi - 75Q70AA",Smart TV Samsung qled 4K 75Q70A Design Slim Modo Game Processador ia Som em Movimento Virtual 75
0,0,tvs,SAMSUNG MONITOR 27 F27T350FHL PRETO,Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa
0,0,tvs,Smart Tv Uhd 4k 55 Wifi Preto Bivolt,"Smart TV Philips 32"" 32PHG6825/78 HD sem bordas HDR Plus 3 HDMI 2 USB Wifi Miracast, Conversor digital, Netflix, Youtube, Globoplay e Prime Video"
1,1,tvs,"SAMSUNG, TV Smart 65 Uhd 4K UN65AU7700GXZD","Smart TV 65 uhd 4K Samsung 65AU7700, Processador Crystal 4K, Tela sem limites, Visual Livre de Cabos, Alexa built in, Controle Único"
0,1,tvs,"Smart TV Semp Roku Led 50¿ Rk8500 4k UHD HDR Wifi Dual Band, 4 Hdmi, 1 Usb, Com Controle Por Aplicativo","Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio"
0,0,tvs,"TV LED portátil de 16 polegadas, TV digital 1080P ATSC de alta sensibilidade Widescreen televisão, HDMI, USB, sintonizador digital, entrada AV, monitor de exibição, TV analógica, ATV com suporte, controle remoto","Smart TV Philips Android  55"" 4k 55pug7406/78, Google Assistant, Comando De Voz, Dolby Vision/atmos, Vrr/allm, Bluetooth"
0,1,tvs,TV Philco PTV39G50D d-led 39,"Smart TV Philips Android 50"" 4k 50pug7406/78, Google Assistant, Comando de Voz, Dolby Vision/atmos, Vrr/allm, Bluetooth"
1,1,tvs,Smart TV Samsung Crystal uhd 4K 55AU9000 Design Slim Som em Movimento Virtual Visual Sem Cabos 55,"Smart TV Samsung Crystal UHD 4K 55AU9000 Design Slim Som em Movimento Virtual Visual Sem Cabos 55"" 55"""
1,1,tvs,Tela 24 Polegadas HD Multilaser - TL037,Tela 24 polegadas HD - TL037
