indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
1,fogao a gas palladio vitreo 4 q preto fosco gas glp,7899552140974,https://www.americanas.com.br/produto/3193703756,fogoes,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,17,0.058823529411764705,0.008445106805762544
2,fogao atlas 4 bocas branco,7897180505127,https://www.americanas.com.br/produto/5174814864,fogoes,50.42199945449829,0,0,0,1,1,0.1,1,5,0.1,10,0.1,0.004967709885742673
4,fogao mueller 5 bocas piacere automatico 601230004  inox,7908156901680,https://www.americanas.com.br/produto/3639949444,fogoes,50.42199945449829,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.0004967709885742673
5,smart tv 4k samsung qled 75 com design slim alexa built in e wifi  75q70aa,7892509117593,https://www.americanas.com.br/produto/3249116279,tvs,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,10,0.1,0.004967709885742673
8,refrigerador side by side lg 601l painel touch dispenser new lancaster gs65sdn 220v,6934585684468,https://www.americanas.com.br/produto/4856798144,geladeiras,50.42199945449829,0,0,0,1,3,0.3,1,4,0.08,2,0.5,0.0009935419771485345
10,fogao atlas 5 bocas monaco top glass com mesa de vidro temperado bivolt branco,7897180505158,https://www.americanas.com.br/produto/5138180358,fogoes,50.42199945449829,1,1,1,1,1,0.1,1,3,0.06,1,1.0,0.0004967709885742673
11,fogao a gas 4 bocas moderatto 601186001 branco  mueller,7898361094980,https://www.amazon.com.br/Fog%C3%A3o-Bocas-Moderatto-601186001-Branco/dp/B076B9BJXW,fogoes,50.42199945449829,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0004967709885742673
14,smartphone motorola moto g200 256gb 5g wifi tela 68 dual chip 8gb ram camera tripla  selfie 16mp  verde,7892597351558,https://www.americanas.com.br/produto/4424395544,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
15,notebook ultra multilaser 156 pol celeron n4020 4gb 120gb ssd windows 11 prata  microsoft 365 pers,7908414438545,https://www.americanas.com.br/produto/4956197856,notebooks,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
16,geladeira lg bottom freezer 451 litros inox 110v gcb659bsb,8806098423927,https://www.americanas.com.br/produto/3926211637,geladeiras,50.42199945449829,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0004967709885742673
