,indice,titulo_sa,ean,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
21,21,refrigerador ngv 10 branco 1224 v,7899552144682,geladeiras,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
24,25,refrigerador consul 386l frost free classe a crm43 platinum 220v,7891129240643,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
40,41,geladeirarefrigerador brastemp frost free brm45 375 litros inox  220v,7891129252776,geladeiras,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
43,44,frigobar consul branco 117l 110v crc12cbana,7891129224063,geladeiras,488.7939827442169,1,1,1,1,6,0.6,1,10,0.2,1,1.0,0.00012540757461750688
54,56,geladeira brastemp frost free 443 litros  bre57 inox 110v,7891129252059,geladeiras,488.7939827442169,1,1,1,1,4,0.4,1,5,0.1,1,1.0,0.00012540757461750688
55,57,refrigerador ngv 10 vermelho,7899552101401,geladeiras,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
63,65,geladeira electrolux top freezer 382l branco tf42,7896584080032,geladeiras,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
84,86,geladeirarefrigerador samsung side by side rs65r5411m9 inox look 617l  127v,8801643893521,geladeiras,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
95,97,refrigerador electrolux infinity 2 portas 553l frost free branco 220v df82,7896584072389,geladeiras,488.7939827442169,1,1,1,1,3,0.3,1,8,0.16,1,1.0,0.00012540757461750688
109,112,refrigerador side inverse brastemp de 03 portas frost free com 540 litros painel eletronico inox  bro81ar,7891129491717,geladeiras,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
131,134,geladeirarefrigerador electrolux frost free dfx41 inox 371l  110v,7896584071962,geladeiras,488.7939827442169,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.00012540757461750688
136,140,geladeira consul crb39ak frost free 1 porta 342 litros evox,7891129245471,geladeiras,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
145,150,geladeirarefrigerador electrolux 382 litros tw42s inox top freezer com dispenser de agua 110v,7909569244043,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
163,172,refrigerador brm45 375 litros frost free 110w brastemp,7891129252745,geladeiras,488.7939827442169,1,1,1,1,6,0.6,1,12,0.24,1,1.0,0.00012540757461750688
179,197,geladeira  refrigerador consul duplex 2 portas frost free crm43hk 386 litros  platinum,7891129240636,geladeiras,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
184,204,geladeira brastemp frost free inverse bre80ak 573 litros com smart bar inox  110v,7891129236707,geladeiras,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
195,218,refrigerador philco side by side eco inverter 434l 127v,7891356086892,geladeiras,488.7939827442169,0,0,0,1,4,0.4,1,10,0.2,2,0.5,0.00025081514923501377
198,222,geladeira consul cycle defrost duplex crd37eb 334 litros com freezer supercapacidade branca  110v,7891129195448,geladeiras,488.7939827442169,1,1,1,1,6,0.6,1,8,0.16,1,1.0,0.00012540757461750688
199,223,refrigerador lg smart french door com instaview doorindoor e hygiene fresh grx228nm preto fosco  525l 220v,8806098602636,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,7,0.14,1,1.0,0.00012540757461750688
210,239,geladeira  refrigerador 1 porta electrolux rfe39  322 litros  branco 110v,7896584060478,geladeiras,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
219,250,geladeira panasonic bb71gv frost free inverter 480l,7896067227510,geladeiras,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
224,261,frigobar 46 litros suggar fb461 premium inox,7896518510338,geladeiras,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
242,283,refrigerador 397 litros consul 2 portas frost free inverse cre44abana,7891129499737,geladeiras,488.7939827442169,1,1,1,1,3,0.3,1,9,0.18,1,1.0,0.00012540757461750688
246,289,geladeira panasonic frost free 425l nrbb53gv3b black glass  110v,7896067226643,geladeiras,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
249,293,refrigerador side by side lg new lancaster instaview 601 litros 220v  gcx247csbv,8806098346189,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
254,298,geladeira brastemp brm44hk frost free duplex 375l com compartimento extrafrio fresh zone inox  110v,7891129252721,geladeiras,488.7939827442169,1,1,1,1,7,0.7,1,9,0.18,1,1.0,0.00012540757461750688
260,308,refrigerador lg side by side new lancaster gs65sdn aco escovado 601l 220v,6934585684468,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,14,0.28,1,1.0,0.00012540757461750688
261,309,geladeira  refrigerador brastemp duplex brm44 frost free 375 litros  branco  110v,7891129252707,geladeiras,488.7939827442169,1,1,1,1,6,0.6,1,11,0.22,1,1.0,0.00012540757461750688
270,326,geladeirarefrigerador electrolux duplex tf55 top freezer 431l branca  110v,7896584097856,geladeiras,488.7939827442169,1,1,1,1,2,0.2,1,4,0.08,1,1.0,0.00012540757461750688
290,358,frigobar retro midea preto onix 95 litros 127v,7908198003045,geladeiras,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
292,360,refrigerador ngv 10 branco,7899552101357,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
296,367,refrigerador philco side by side eco inverter 434l 127v,7891356094637,geladeiras,488.7939827442169,1,1,1,1,6,0.6,1,9,0.18,1,1.0,0.00012540757461750688
303,378,refrigerador 1 porta 261 litros consul cra30fb,7891129186415,geladeiras,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
311,390,frigobar 124 litros classe a mrc12b midea,7908198000495,geladeiras,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
317,401,refrigerador lg side by side new lancaster gs65sdn aco escovado 601l 127v,6934585684475,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,13,0.26,1,1.0,0.00012540757461750688
327,416,geladeirarefrigerador consul duplex frost free 340 litros crm39 evox 110v,7891129514232,geladeiras,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
340,439,refrigerador crm50 hbhk 410l frost free turbo freezer consul,7891129506022,geladeiras,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
342,441,geladeira panasonic generation frost free 435l aco escovado,7896067226964,geladeiras,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
