,indice,titulo_sa,ean,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
8,10,frigobar 117l consul  crc12cbbna,7891129224070,geladeiras,872.3433649539948,1,1,1,1,6,0.6,1,7,0.14,1,1.0,0.00012540757461750688
18,23,refrigerador frost free duplex 340litros crm39akana consul,7891129514232,geladeiras,872.3433649539948,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
37,49,refrigerador brastemp inverse frost free 573l evox 220v bre80ak,7891129236714,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
61,80,frigobar philco 93 litros pfg111b 110v,7891356076848,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
66,87,geladeira brastemp frost free 2 portas brm56 462l inox  110v,7891129251571,geladeiras,872.3433649539948,1,1,1,1,4,0.4,1,6,0.12,1,1.0,0.00012540757461750688
69,94,geladeira consul frost free duplex 397 litros com freezer embaixo cor inox  cre44ak 110v,7891129499751,geladeiras,872.3433649539948,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.00012540757461750688
73,99,geladeira consul frost free duplex crm50 410l espaco flex inox com controle interno de temperatura  110v,7891129506022,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.00012540757461750688
79,105,refrigerador philco side by side prf533i 220v,7891356086892,geladeiras,872.3433649539948,1,1,1,1,6,0.6,1,8,0.16,1,1.0,0.00012540757461750688
95,127,geladeira consul cycle defrost duplex 334 litros crd37eb,7891129195455,geladeiras,872.3433649539948,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
99,131,frigobar eos ice compact 93 litros preto efb101p 110v,736532819567,geladeiras,872.3433649539948,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
104,136,geladeira consul frost free duplex 386 litros branca com prateleira dobravel,7891129246737,geladeiras,872.3433649539948,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
109,142,ljyutihg geladeira de carro bx 22 l portatil termoeletrico eletrico refrigerador de carro para bebidas cerveja vinho frutos do mar frutas casa e viagem,8344530850097,geladeiras,872.3433649539948,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
113,152,refrigerador philco 482 litros french door inverse inox pfr500i  127 volts,7891356080029,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
118,159,geladeira frost free db84 electrolux 598 litros duplex branco 110v,7896584073553,geladeiras,872.3433649539948,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
133,176,refrigerador electrolux infinity 2 portas 553l frost free branco 127v df82,7896584072365,geladeiras,872.3433649539948,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
142,187,geladeira inverter frost free samsung duplex rt6000k economiza ate 50 de energia rt53k6240s8 528l inox look,8801643246563,geladeiras,872.3433649539948,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
145,190,geladeira duplex invertida 397 litros cre44 frost free consul,7891129499768,geladeiras,872.3433649539948,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
153,203,refrigerador brastemp frost free duplex 375 litros com espaco adapt branco brm45hb  127 volts,7891129252745,geladeiras,872.3433649539948,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
160,212,geladeirarefrigerador electrolux inverter frost free if56b 474l top freezer black  220v,7909569390269,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
164,217,refrigerador  geladeira continental frost free 2 portas 370 litros  tc41,7909569003091,geladeiras,872.3433649539948,1,1,1,1,6,0.6,1,7,0.14,1,1.0,0.00012540757461750688
177,233,geladeira brastemp 462l frost free com painel touch brm56abana branca,7891129250093,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
189,249,frigobar consul 117l crc12  110v,7891129224063,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.00012540757461750688
191,251,refrigerador vert vcfm2841v000 127v p vidro branc,7899461805872,geladeiras,872.3433649539948,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
210,276,geladeira panasonic generation frost free 435l aco escovado,7896067226964,geladeiras,872.3433649539948,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
220,294,refrigerador panasonic nrbb53gv3wab 425l white glass,7896067227145,geladeiras,872.3433649539948,0,0,0,1,3,0.3,1,3,0.06,3,0.3333333333333333,0.0003762227238525207
221,295,refrigerador side inverse brastemp de 03 portas frost free com 540 litros painel eletronico inox  bro81ar,7891129491717,geladeiras,872.3433649539948,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
224,298,frigobar 124l branco 110v midea,7908198000518,geladeiras,872.3433649539948,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
240,329,refrigerador panasonic bt41 2 portas frost free 387 litros aco escovado 220v nrbt41pd1xb,7896067227756,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
242,333,refrigerador side by side lg new lancaster instaview 601 litros 220v  gcx247csbv,8806098346189,geladeiras,872.3433649539948,0,0,0,0,0,0.0,1,2,0.04,30,0.03333333333333333,0.003762227238525207
247,343,geladeira brastemp frost free inverse 443 litros cor inox com turbo ice  bre57ak 220v,7891129252066,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
265,371,geladeira brastemp frost free 375 litros cor inox  brm45hk 220v,7891129252776,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
269,376,geladeira brastemp frost free side inverse 540 litros preto com ice maker  bro80ae 110v,7891129219946,geladeiras,872.3433649539948,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
275,384,refrigerador  geladeira lg bottom freezer universe refresh 451l,8806098423927,geladeiras,872.3433649539948,1,1,1,1,8,0.8,1,9,0.18,1,1.0,0.00012540757461750688
278,388,refrigerador consul frost free 342 litros com controle de temperatura crb39 branco 220v,7891129185418,geladeiras,872.3433649539948,1,1,1,1,8,0.8,1,10,0.2,1,1.0,0.00012540757461750688
280,391,frigobar midea 93 litros black edition,7898554871541,geladeiras,872.3433649539948,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
283,395,geladeira top freezer dw44s com dispenser de agua platinum 400l,7896584097993,geladeiras,872.3433649539948,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
