indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
8,smartphone multilaser e lite 32gb dourado tela 40 pol 3g,7899838889214,https://www.americanas.com.br/produto/1983758671,celulares,109.80159521102905,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.0003443526170798898
12,kit philco smartphone pcs02p hit plus  speaker go pbs10bta,7891356102943,https://www.americanas.com.br/produto/3276131554,celulares,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
20,smartphone motorola moto g200 256gb 5g wifi tela 68 dual chip 8gb ram camera tripla  selfie 16mp  verde,7892597351558,https://www.americanas.com.br/produto/4424395544,celulares,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,7,0.14285714285714285,0.0024104683195592287
30,smartphone samsung galaxy a23 128gb 4gb wifi tela 66 dual chip 4gb ram camera quadrupla  selfie 8mp  preto,7892509122719,https://www.americanas.com.br/produto/5150341353,celulares,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
47,smartphone motorola moto e6s 64gb 4g wifi tela 61 dual chip 4gb ram camera dupla  selfie 5mp  vermelho magenta,7892597349999,https://www.americanas.com.br/produto/2799308831,celulares,109.80159521102905,0,0,0,0,0,0.0,0,0,0.0,146,0.00684931506849315,0.05027548209366391
81,smartphone positivo twist 4 pro 64gb dual chip android 10 tela 55 octacore 16ghz 4g 8mp   vermelho rubber,7896904691788,https://www.americanas.com.br/produto/2973306541,celulares,109.80159521102905,0,0,0,1,1,0.1,1,1,0.02,9,0.1111111111111111,0.0030991735537190084
106,smartphone multilaser f pro 4g 16gb android 9 dourado p9119,7899838873862,https://www.americanas.com.br/produto/4678657760,celulares,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
127,telefone robusto doogee s40 pro 4 gb de ram 64 gb de rom smartphone externo desbloqueado android 10 ip68 tela de vidro gorilla de 545 camera tripla de 13 mp sim duplo exercito verde,3002801019257,https://www.amazon.com.br/Telefone-robusto-smartphone-desbloqueado-Ex%C3%A9rcito/dp/B09BTB8PG6/ref=sr_1_969?qid=1651784093&s=wireless&sr=1-969&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,109.80159521102905,0,0,0,0,0,0.0,0,0,0.0,251,0.00398406374501992,0.08643250688705234
144,smartphone twist s514 64gb 1gb ram dual chip tela 55 positivo,7896904686272,https://www.americanas.com.br/produto/4208285367,celulares,109.80159521102905,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.0003443526170798898
156,smartphone samsung galaxy s20 128gb 4g wifi tela 67 dual chip 8gb ram camera quadrupla  selfie 10mp  cosmic black,7892509113960,https://www.americanas.com.br/produto/1524131280,celulares,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
167,smartphone samsung galaxy z fold3 512gb 5g  preto ram 12gb tela 76,7892509120579,https://www.americanas.com.br/produto/4018096661,celulares,109.80159521102905,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003443526170798898
170,usado smartphone samsung galaxy a10 32gb 2gb ram tela 62  muito bom,7892509107532,https://www.americanas.com.br/produto/5008286947,celulares,109.80159521102905,0,0,0,0,0,0.0,1,1,0.02,15,0.06666666666666667,0.005165289256198347
